[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 05:11:48];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
     2:00'01" ; DC    ;  69,700 ;     mV ;       ; 05:11:48
     2:29'38" ; DC    ;  68,856 ;     mV ;       ; 05:41:25
     2:29'39" ; DC    ;  68,848 ;     mV ;       ; 05:41:26
     2:29'40" ; DC    ;  68,830 ;     mV ;       ; 05:41:27
     2:29'41" ; DC    ;  68,832 ;     mV ;       ; 05:41:28
     2:29'42" ; DC    ;  68,835 ;     mV ;       ; 05:41:29
     2:29'43" ; DC    ;  68,838 ;     mV ;       ; 05:41:30
     2:29'44" ; DC    ;  68,833 ;     mV ;       ; 05:41:31
     2:29'45" ; DC    ;  68,846 ;     mV ;       ; 05:41:32
     2:29'46" ; DC    ;  68,844 ;     mV ;       ; 05:41:33
     2:29'47" ; DC    ;  68,835 ;     mV ;       ; 05:41:34
     2:29'48" ; DC    ;  68,804 ;     mV ;       ; 05:41:35
     2:29'49" ; DC    ;  68,813 ;     mV ;       ; 05:41:36
     2:29'50" ; DC    ;  68,820 ;     mV ;       ; 05:41:37
     2:29'51" ; DC    ;  68,815 ;     mV ;       ; 05:41:38
     2:29'52" ; DC    ;  68,818 ;     mV ;       ; 05:41:39
     2:29'53" ; DC    ;  68,834 ;     mV ;       ; 05:41:40
     2:29'54" ; DC    ;  68,833 ;     mV ;       ; 05:41:41
     2:29'55" ; DC    ;  68,834 ;     mV ;       ; 05:41:42
     2:29'56" ; DC    ;  68,845 ;     mV ;       ; 05:41:43
     2:29'57" ; DC    ;  68,818 ;     mV ;       ; 05:41:44
     2:29'58" ; DC    ;  68,803 ;     mV ;       ; 05:41:45
     2:29'59" ; DC    ;  68,802 ;     mV ;       ; 05:41:46
     2:30'00" ; DC    ;  68,792 ;     mV ;       ; 05:41:47
     2:30'01" ; DC    ;  68,803 ;     mV ;       ; 05:41:48
     2:30'02" ; DC    ;  68,796 ;     mV ;       ; 05:41:49
     2:30'03" ; DC    ;  68,815 ;     mV ;       ; 05:41:50
     2:30'04" ; DC    ;  68,808 ;     mV ;       ; 05:41:51
     2:30'05" ; DC    ;  68,818 ;     mV ;       ; 05:41:52
     2:30'06" ; DC    ;  68,800 ;     mV ;       ; 05:41:53
     2:30'07" ; DC    ;  68,800 ;     mV ;       ; 05:41:54
     2:30'08" ; DC    ;  68,804 ;     mV ;       ; 05:41:55
     2:30'09" ; DC    ;  68,810 ;     mV ;       ; 05:41:56
     2:30'10" ; DC    ;  68,820 ;     mV ;       ; 05:41:57
     2:30'11" ; DC    ;  68,798 ;     mV ;       ; 05:41:58
     2:30'12" ; DC    ;  68,812 ;     mV ;       ; 05:41:59
     2:30'13" ; DC    ;  68,808 ;     mV ;       ; 05:42:00
     2:30'14" ; DC    ;  68,805 ;     mV ;       ; 05:42:01
     2:30'15" ; DC    ;  68,790 ;     mV ;       ; 05:42:02
     2:30'16" ; DC    ;  68,805 ;     mV ;       ; 05:42:03
     2:30'17" ; DC    ;  68,798 ;     mV ;       ; 05:42:04
     2:30'18" ; DC    ;  68,814 ;     mV ;       ; 05:42:05
     2:30'19" ; DC    ;  68,803 ;     mV ;       ; 05:42:06
     2:30'20" ; DC    ;  68,806 ;     mV ;       ; 05:42:07
     2:30'21" ; DC    ;  68,808 ;     mV ;       ; 05:42:08
     2:30'22" ; DC    ;  68,815 ;     mV ;       ; 05:42:09
     2:30'23" ; DC    ;  68,830 ;     mV ;       ; 05:42:10
     2:30'24" ; DC    ;  68,810 ;     mV ;       ; 05:42:11
     2:30'25" ; DC    ;  68,808 ;     mV ;       ; 05:42:12
     2:30'26" ; DC    ;  68,825 ;     mV ;       ; 05:42:13
     2:30'27" ; DC    ;  68,806 ;     mV ;       ; 05:42:14
     2:30'28" ; DC    ;  68,823 ;     mV ;       ; 05:42:15
     2:30'29" ; DC    ;  68,826 ;     mV ;       ; 05:42:16
     2:30'30" ; DC    ;  68,820 ;     mV ;       ; 05:42:17
     2:30'31" ; DC    ;  68,808 ;     mV ;       ; 05:42:18
     2:30'32" ; DC    ;  68,826 ;     mV ;       ; 05:42:19
     2:30'33" ; DC    ;  68,825 ;     mV ;       ; 05:42:20
     2:30'34" ; DC    ;  68,836 ;     mV ;       ; 05:42:21
     2:30'35" ; DC    ;  68,855 ;     mV ;       ; 05:42:22
     2:30'36" ; DC    ;  68,860 ;     mV ;       ; 05:42:23
     2:30'37" ; DC    ;  68,862 ;     mV ;       ; 05:42:24
     2:30'38" ; DC    ;  68,855 ;     mV ;       ; 05:42:25
     2:30'39" ; DC    ;  68,858 ;     mV ;       ; 05:42:26
     2:30'40" ; DC    ;  68,865 ;     mV ;       ; 05:42:27
     2:30'41" ; DC    ;  68,866 ;     mV ;       ; 05:42:28
     2:30'42" ; DC    ;  68,875 ;     mV ;       ; 05:42:29
     2:30'43" ; DC    ;  68,870 ;     mV ;       ; 05:42:30
     2:30'44" ; DC    ;  68,855 ;     mV ;       ; 05:42:31
     2:30'45" ; DC    ;  68,856 ;     mV ;       ; 05:42:32
     2:30'46" ; DC    ;  68,868 ;     mV ;       ; 05:42:33
     2:30'47" ; DC    ;  68,863 ;     mV ;       ; 05:42:34
     2:30'48" ; DC    ;  68,862 ;     mV ;       ; 05:42:35
     2:30'49" ; DC    ;  68,868 ;     mV ;       ; 05:42:36
     2:30'50" ; DC    ;  68,856 ;     mV ;       ; 05:42:37
     2:30'51" ; DC    ;  68,840 ;     mV ;       ; 05:42:38
     2:30'52" ; DC    ;  68,853 ;     mV ;       ; 05:42:39
     2:30'53" ; DC    ;  68,852 ;     mV ;       ; 05:42:40
     2:30'54" ; DC    ;  68,868 ;     mV ;       ; 05:42:41
     2:30'55" ; DC    ;  68,878 ;     mV ;       ; 05:42:42
     2:30'56" ; DC    ;  68,880 ;     mV ;       ; 05:42:43
     2:30'57" ; DC    ;  68,902 ;     mV ;       ; 05:42:44
     2:30'58" ; DC    ;  68,878 ;     mV ;       ; 05:42:45
     2:30'59" ; DC    ;  68,898 ;     mV ;       ; 05:42:46
     2:31'00" ; DC    ;  68,932 ;     mV ;       ; 05:42:47
     2:31'01" ; DC    ;  68,935 ;     mV ;       ; 05:42:48
     2:31'02" ; DC    ;  68,938 ;     mV ;       ; 05:42:49
     2:31'03" ; DC    ;  68,948 ;     mV ;       ; 05:42:50
     2:31'04" ; DC    ;  68,955 ;     mV ;       ; 05:42:51
     2:31'05" ; DC    ;  68,958 ;     mV ;       ; 05:42:52
     2:31'06" ; DC    ;  68,975 ;     mV ;       ; 05:42:53
     2:31'07" ; DC    ;  68,974 ;     mV ;       ; 05:42:54
     2:31'08" ; DC    ;  68,970 ;     mV ;       ; 05:42:55
     2:31'09" ; DC    ;  68,958 ;     mV ;       ; 05:42:56
     2:31'10" ; DC    ;  68,940 ;     mV ;       ; 05:42:57
     2:31'11" ; DC    ;  68,928 ;     mV ;       ; 05:42:58
     2:31'12" ; DC    ;  68,936 ;     mV ;       ; 05:42:59
     2:31'13" ; DC    ;  68,948 ;     mV ;       ; 05:43:00
     2:31'14" ; DC    ;  68,936 ;     mV ;       ; 05:43:01
     2:31'15" ; DC    ;  68,945 ;     mV ;       ; 05:43:02
     2:31'16" ; DC    ;  68,918 ;     mV ;       ; 05:43:03
     2:31'17" ; DC    ;  68,932 ;     mV ;       ; 05:43:04
     2:31'18" ; DC    ;  68,933 ;     mV ;       ; 05:43:05
     2:31'19" ; DC    ;  68,940 ;     mV ;       ; 05:43:06
     2:31'20" ; DC    ;  68,935 ;     mV ;       ; 05:43:07
     2:31'21" ; DC    ;  68,944 ;     mV ;       ; 05:43:08
     2:31'22" ; DC    ;  68,966 ;     mV ;       ; 05:43:09
     2:31'23" ; DC    ;  68,935 ;     mV ;       ; 05:43:10
     2:31'24" ; DC    ;  68,944 ;     mV ;       ; 05:43:11
     2:31'25" ; DC    ;  68,938 ;     mV ;       ; 05:43:12
     2:31'26" ; DC    ;  68,934 ;     mV ;       ; 05:43:13
     2:31'27" ; DC    ;  68,916 ;     mV ;       ; 05:43:14
     2:31'28" ; DC    ;  68,915 ;     mV ;       ; 05:43:15
     2:31'29" ; DC    ;  68,920 ;     mV ;       ; 05:43:16
     2:31'30" ; DC    ;  68,900 ;     mV ;       ; 05:43:17
     2:31'31" ; DC    ;  68,922 ;     mV ;       ; 05:43:18
     2:31'32" ; DC    ;  68,920 ;     mV ;       ; 05:43:19
     2:31'33" ; DC    ;  68,904 ;     mV ;       ; 05:43:20
     2:31'34" ; DC    ;  68,902 ;     mV ;       ; 05:43:21
     2:31'35" ; DC    ;  68,908 ;     mV ;       ; 05:43:22
     2:31'36" ; DC    ;  68,904 ;     mV ;       ; 05:43:23
     2:31'37" ; DC    ;  68,895 ;     mV ;       ; 05:43:24
     2:31'38" ; DC    ;  68,924 ;     mV ;       ; 05:43:25
     2:31'39" ; DC    ;  68,928 ;     mV ;       ; 05:43:26
     2:31'40" ; DC    ;  68,922 ;     mV ;       ; 05:43:27
     2:31'41" ; DC    ;  68,906 ;     mV ;       ; 05:43:28
     2:31'42" ; DC    ;  68,918 ;     mV ;       ; 05:43:29
     2:31'43" ; DC    ;  68,896 ;     mV ;       ; 05:43:30
     2:31'44" ; DC    ;  68,890 ;     mV ;       ; 05:43:31
     2:31'45" ; DC    ;  68,888 ;     mV ;       ; 05:43:32
     2:31'46" ; DC    ;  68,880 ;     mV ;       ; 05:43:33
     2:31'47" ; DC    ;  68,884 ;     mV ;       ; 05:43:34
     2:31'48" ; DC    ;  68,925 ;     mV ;       ; 05:43:35
     2:31'49" ; DC    ;  68,946 ;     mV ;       ; 05:43:36
     2:31'50" ; DC    ;  68,953 ;     mV ;       ; 05:43:37
     2:31'51" ; DC    ;  68,964 ;     mV ;       ; 05:43:38
     2:31'52" ; DC    ;  68,956 ;     mV ;       ; 05:43:39
     2:31'53" ; DC    ;  68,953 ;     mV ;       ; 05:43:40
     2:31'54" ; DC    ;  68,950 ;     mV ;       ; 05:43:41
     2:31'55" ; DC    ;  68,963 ;     mV ;       ; 05:43:42
     2:31'56" ; DC    ;  68,964 ;     mV ;       ; 05:43:43
     2:31'57" ; DC    ;  68,985 ;     mV ;       ; 05:43:44
     2:31'58" ; DC    ;  68,960 ;     mV ;       ; 05:43:45
     2:31'59" ; DC    ;  68,963 ;     mV ;       ; 05:43:46
     2:32'00" ; DC    ;  68,966 ;     mV ;       ; 05:43:47
     2:32'01" ; DC    ;  68,960 ;     mV ;       ; 05:43:48
     2:32'02" ; DC    ;  68,966 ;     mV ;       ; 05:43:49
     2:32'03" ; DC    ;  68,973 ;     mV ;       ; 05:43:50
     2:32'04" ; DC    ;  68,974 ;     mV ;       ; 05:43:51
     2:32'05" ; DC    ;  68,992 ;     mV ;       ; 05:43:52
     2:32'06" ; DC    ;  68,998 ;     mV ;       ; 05:43:53
     2:32'07" ; DC    ;  68,992 ;     mV ;       ; 05:43:54
     2:32'08" ; DC    ;  68,990 ;     mV ;       ; 05:43:55
     2:32'09" ; DC    ;  68,970 ;     mV ;       ; 05:43:56
     2:32'10" ; DC    ;  68,950 ;     mV ;       ; 05:43:57
     2:32'11" ; DC    ;  68,952 ;     mV ;       ; 05:43:58
     2:32'12" ; DC    ;  68,965 ;     mV ;       ; 05:43:59
     2:32'13" ; DC    ;  68,970 ;     mV ;       ; 05:44:00
     2:32'14" ; DC    ;  68,968 ;     mV ;       ; 05:44:01
     2:32'15" ; DC    ;  68,978 ;     mV ;       ; 05:44:02
     2:32'16" ; DC    ;  68,986 ;     mV ;       ; 05:44:03
     2:32'17" ; DC    ;  68,970 ;     mV ;       ; 05:44:04
     2:32'18" ; DC    ;  68,972 ;     mV ;       ; 05:44:05
     2:32'19" ; DC    ;  68,990 ;     mV ;       ; 05:44:06
     2:32'20" ; DC    ;  68,970 ;     mV ;       ; 05:44:07
     2:32'21" ; DC    ;  68,966 ;     mV ;       ; 05:44:08
     2:32'22" ; DC    ;  68,988 ;     mV ;       ; 05:44:09
     2:32'23" ; DC    ;  68,984 ;     mV ;       ; 05:44:10
     2:32'24" ; DC    ;  68,990 ;     mV ;       ; 05:44:11
     2:32'25" ; DC    ;  68,982 ;     mV ;       ; 05:44:12
     2:32'26" ; DC    ;  68,978 ;     mV ;       ; 05:44:13
     2:32'27" ; DC    ;  68,988 ;     mV ;       ; 05:44:14
     2:32'28" ; DC    ;  68,988 ;     mV ;       ; 05:44:15
     2:32'29" ; DC    ;  68,988 ;     mV ;       ; 05:44:16
     2:32'30" ; DC    ;  68,993 ;     mV ;       ; 05:44:17
     2:32'31" ; DC    ;  68,998 ;     mV ;       ; 05:44:18
     2:32'32" ; DC    ;  68,988 ;     mV ;       ; 05:44:19
     2:32'33" ; DC    ;  68,966 ;     mV ;       ; 05:44:20
     2:32'34" ; DC    ;  69,002 ;     mV ;       ; 05:44:21
     2:32'35" ; DC    ;  68,998 ;     mV ;       ; 05:44:22
     2:32'36" ; DC    ;  68,994 ;     mV ;       ; 05:44:23
     2:32'37" ; DC    ;  69,010 ;     mV ;       ; 05:44:24
     2:32'38" ; DC    ;  69,006 ;     mV ;       ; 05:44:25
     2:32'39" ; DC    ;  69,018 ;     mV ;       ; 05:44:26
     2:32'40" ; DC    ;  69,000 ;     mV ;       ; 05:44:27
     2:32'41" ; DC    ;  69,000 ;     mV ;       ; 05:44:28
     2:32'42" ; DC    ;  69,010 ;     mV ;       ; 05:44:29
     2:32'43" ; DC    ;  69,014 ;     mV ;       ; 05:44:30
     2:32'44" ; DC    ;  69,018 ;     mV ;       ; 05:44:31
     2:32'45" ; DC    ;  69,016 ;     mV ;       ; 05:44:32
     2:32'46" ; DC    ;  69,018 ;     mV ;       ; 05:44:33
     2:32'47" ; DC    ;  69,012 ;     mV ;       ; 05:44:34
     2:32'48" ; DC    ;  68,965 ;     mV ;       ; 05:44:35
     2:32'49" ; DC    ;  68,954 ;     mV ;       ; 05:44:36
     2:32'50" ; DC    ;  68,928 ;     mV ;       ; 05:44:37
     2:32'51" ; DC    ;  68,944 ;     mV ;       ; 05:44:38
     2:32'52" ; DC    ;  68,958 ;     mV ;       ; 05:44:39
     2:32'53" ; DC    ;  68,934 ;     mV ;       ; 05:44:40
     2:32'54" ; DC    ;  68,930 ;     mV ;       ; 05:44:41
     2:32'55" ; DC    ;  68,933 ;     mV ;       ; 05:44:42
     2:32'56" ; DC    ;  68,938 ;     mV ;       ; 05:44:43
     2:32'57" ; DC    ;  68,916 ;     mV ;       ; 05:44:44
     2:32'58" ; DC    ;  68,913 ;     mV ;       ; 05:44:45
     2:32'59" ; DC    ;  68,906 ;     mV ;       ; 05:44:46
     2:33'00" ; DC    ;  68,933 ;     mV ;       ; 05:44:47
     2:33'01" ; DC    ;  68,944 ;     mV ;       ; 05:44:48
     2:33'02" ; DC    ;  68,950 ;     mV ;       ; 05:44:49
     2:33'03" ; DC    ;  68,960 ;     mV ;       ; 05:44:50
     2:33'04" ; DC    ;  68,972 ;     mV ;       ; 05:44:51
     2:33'05" ; DC    ;  68,973 ;     mV ;       ; 05:44:52
     2:33'06" ; DC    ;  68,934 ;     mV ;       ; 05:44:53
     2:33'07" ; DC    ;  68,933 ;     mV ;       ; 05:44:54
     2:33'08" ; DC    ;  68,938 ;     mV ;       ; 05:44:55
     2:33'09" ; DC    ;  68,945 ;     mV ;       ; 05:44:56
     2:33'10" ; DC    ;  68,930 ;     mV ;       ; 05:44:57
     2:33'11" ; DC    ;  68,935 ;     mV ;       ; 05:44:58
     2:33'12" ; DC    ;  68,946 ;     mV ;       ; 05:44:59
     2:33'13" ; DC    ;  68,950 ;     mV ;       ; 05:45:00
     2:33'14" ; DC    ;  68,962 ;     mV ;       ; 05:45:01
     2:33'15" ; DC    ;  68,963 ;     mV ;       ; 05:45:02
     2:33'16" ; DC    ;  68,962 ;     mV ;       ; 05:45:03
     2:33'17" ; DC    ;  68,933 ;     mV ;       ; 05:45:04
     2:33'18" ; DC    ;  68,938 ;     mV ;       ; 05:45:05
     2:33'19" ; DC    ;  68,954 ;     mV ;       ; 05:45:06
     2:33'20" ; DC    ;  68,948 ;     mV ;       ; 05:45:07
     2:33'21" ; DC    ;  68,956 ;     mV ;       ; 05:45:08
     2:33'22" ; DC    ;  68,960 ;     mV ;       ; 05:45:09
     2:33'23" ; DC    ;  68,964 ;     mV ;       ; 05:45:10
     2:33'24" ; DC    ;  68,956 ;     mV ;       ; 05:45:11
     2:33'25" ; DC    ;  68,960 ;     mV ;       ; 05:45:12
     2:33'26" ; DC    ;  68,962 ;     mV ;       ; 05:45:13
     2:33'27" ; DC    ;  68,955 ;     mV ;       ; 05:45:14
     2:33'28" ; DC    ;  68,960 ;     mV ;       ; 05:45:15
     2:33'29" ; DC    ;  68,963 ;     mV ;       ; 05:45:16
     2:33'30" ; DC    ;  68,964 ;     mV ;       ; 05:45:17
     2:33'31" ; DC    ;  68,960 ;     mV ;       ; 05:45:18
     2:33'32" ; DC    ;  68,962 ;     mV ;       ; 05:45:19
     2:33'33" ; DC    ;  68,955 ;     mV ;       ; 05:45:20
     2:33'34" ; DC    ;  68,960 ;     mV ;       ; 05:45:21
     2:33'35" ; DC    ;  68,972 ;     mV ;       ; 05:45:22
     2:33'36" ; DC    ;  68,993 ;     mV ;       ; 05:45:23
     2:33'37" ; DC    ;  68,978 ;     mV ;       ; 05:45:24
     2:33'38" ; DC    ;  68,990 ;     mV ;       ; 05:45:25
     2:33'39" ; DC    ;  69,000 ;     mV ;       ; 05:45:26
     2:33'40" ; DC    ;  68,980 ;     mV ;       ; 05:45:27
     2:33'41" ; DC    ;  68,974 ;     mV ;       ; 05:45:28
     2:33'42" ; DC    ;  68,990 ;     mV ;       ; 05:45:29
     2:33'43" ; DC    ;  68,980 ;     mV ;       ; 05:45:30
     2:33'44" ; DC    ;  68,960 ;     mV ;       ; 05:45:31
     2:33'45" ; DC    ;  68,978 ;     mV ;       ; 05:45:32
     2:33'46" ; DC    ;  68,985 ;     mV ;       ; 05:45:33
     2:33'47" ; DC    ;  68,964 ;     mV ;       ; 05:45:34
     2:33'48" ; DC    ;  68,973 ;     mV ;       ; 05:45:35
     2:33'49" ; DC    ;  68,978 ;     mV ;       ; 05:45:36
     2:33'50" ; DC    ;  68,948 ;     mV ;       ; 05:45:37
     2:33'51" ; DC    ;  68,955 ;     mV ;       ; 05:45:38
     2:33'52" ; DC    ;  68,970 ;     mV ;       ; 05:45:39
     2:33'53" ; DC    ;  68,963 ;     mV ;       ; 05:45:40
     2:33'54" ; DC    ;  68,962 ;     mV ;       ; 05:45:41
     2:33'55" ; DC    ;  68,955 ;     mV ;       ; 05:45:42
     2:33'56" ; DC    ;  68,954 ;     mV ;       ; 05:45:43
     2:33'57" ; DC    ;  68,948 ;     mV ;       ; 05:45:44
     2:33'58" ; DC    ;  68,950 ;     mV ;       ; 05:45:45
     2:33'59" ; DC    ;  68,950 ;     mV ;       ; 05:45:46
     2:34'00" ; DC    ;  68,950 ;     mV ;       ; 05:45:47
     2:34'01" ; DC    ;  68,960 ;     mV ;       ; 05:45:48
     2:34'02" ; DC    ;  68,960 ;     mV ;       ; 05:45:49
     2:34'03" ; DC    ;  68,958 ;     mV ;       ; 05:45:50
     2:34'04" ; DC    ;  68,962 ;     mV ;       ; 05:45:51
     2:34'05" ; DC    ;  68,953 ;     mV ;       ; 05:45:52
     2:34'06" ; DC    ;  68,954 ;     mV ;       ; 05:45:53
     2:34'07" ; DC    ;  68,948 ;     mV ;       ; 05:45:54
     2:34'08" ; DC    ;  68,942 ;     mV ;       ; 05:45:55
     2:34'09" ; DC    ;  68,938 ;     mV ;       ; 05:45:56
     2:34'10" ; DC    ;  68,942 ;     mV ;       ; 05:45:57
     2:34'11" ; DC    ;  68,902 ;     mV ;       ; 05:45:58
     2:34'12" ; DC    ;  68,903 ;     mV ;       ; 05:45:59
     2:34'13" ; DC    ;  68,924 ;     mV ;       ; 05:46:00
     2:34'14" ; DC    ;  68,928 ;     mV ;       ; 05:46:01
     2:34'15" ; DC    ;  68,924 ;     mV ;       ; 05:46:02
     2:34'16" ; DC    ;  68,944 ;     mV ;       ; 05:46:03
     2:34'17" ; DC    ;  68,953 ;     mV ;       ; 05:46:04
     2:34'18" ; DC    ;  68,952 ;     mV ;       ; 05:46:05
     2:34'19" ; DC    ;  68,963 ;     mV ;       ; 05:46:06
     2:34'20" ; DC    ;  68,962 ;     mV ;       ; 05:46:07
     2:34'21" ; DC    ;  68,963 ;     mV ;       ; 05:46:08
     2:34'22" ; DC    ;  68,948 ;     mV ;       ; 05:46:09
     2:34'23" ; DC    ;  68,915 ;     mV ;       ; 05:46:10
     2:34'24" ; DC    ;  68,900 ;     mV ;       ; 05:46:11
     2:34'25" ; DC    ;  68,900 ;     mV ;       ; 05:46:12
     2:34'26" ; DC    ;  68,933 ;     mV ;       ; 05:46:13
     2:34'27" ; DC    ;  68,940 ;     mV ;       ; 05:46:14
     2:34'28" ; DC    ;  68,950 ;     mV ;       ; 05:46:15
     2:34'29" ; DC    ;  68,940 ;     mV ;       ; 05:46:16
     2:34'30" ; DC    ;  68,948 ;     mV ;       ; 05:46:17
     2:34'31" ; DC    ;  68,943 ;     mV ;       ; 05:46:18
     2:34'32" ; DC    ;  68,954 ;     mV ;       ; 05:46:19
     2:34'33" ; DC    ;  68,953 ;     mV ;       ; 05:46:20
     2:34'34" ; DC    ;  68,926 ;     mV ;       ; 05:46:21
     2:34'35" ; DC    ;  68,930 ;     mV ;       ; 05:46:22
     2:34'36" ; DC    ;  68,932 ;     mV ;       ; 05:46:23
     2:34'37" ; DC    ;  68,953 ;     mV ;       ; 05:46:24
     2:34'38" ; DC    ;  68,932 ;     mV ;       ; 05:46:25
     2:34'39" ; DC    ;  68,905 ;     mV ;       ; 05:46:26
     2:34'40" ; DC    ;  68,916 ;     mV ;       ; 05:46:27
     2:34'41" ; DC    ;  68,903 ;     mV ;       ; 05:46:28
     2:34'42" ; DC    ;  68,904 ;     mV ;       ; 05:46:29
     2:34'43" ; DC    ;  68,902 ;     mV ;       ; 05:46:30
     2:34'44" ; DC    ;  68,930 ;     mV ;       ; 05:46:31
     2:34'45" ; DC    ;  68,926 ;     mV ;       ; 05:46:32
     2:34'46" ; DC    ;  68,928 ;     mV ;       ; 05:46:33
     2:34'47" ; DC    ;  68,928 ;     mV ;       ; 05:46:34
     2:34'48" ; DC    ;  68,930 ;     mV ;       ; 05:46:35
     2:34'49" ; DC    ;  68,928 ;     mV ;       ; 05:46:36
     2:34'50" ; DC    ;  68,923 ;     mV ;       ; 05:46:37
     2:34'51" ; DC    ;  68,928 ;     mV ;       ; 05:46:38
     2:34'52" ; DC    ;  68,936 ;     mV ;       ; 05:46:39
     2:34'53" ; DC    ;  68,940 ;     mV ;       ; 05:46:40
     2:34'54" ; DC    ;  68,956 ;     mV ;       ; 05:46:41
     2:34'55" ; DC    ;  68,970 ;     mV ;       ; 05:46:42
     2:34'56" ; DC    ;  68,962 ;     mV ;       ; 05:46:43
     2:34'57" ; DC    ;  68,953 ;     mV ;       ; 05:46:44
     2:34'58" ; DC    ;  68,962 ;     mV ;       ; 05:46:45
     2:34'59" ; DC    ;  68,958 ;     mV ;       ; 05:46:46
     2:35'00" ; DC    ;  68,968 ;     mV ;       ; 05:46:47
     2:35'01" ; DC    ;  68,942 ;     mV ;       ; 05:46:48
     2:35'02" ; DC    ;  68,938 ;     mV ;       ; 05:46:49
     2:35'03" ; DC    ;  68,950 ;     mV ;       ; 05:46:50
     2:35'04" ; DC    ;  68,933 ;     mV ;       ; 05:46:51
     2:35'05" ; DC    ;  68,926 ;     mV ;       ; 05:46:52
     2:35'06" ; DC    ;  68,936 ;     mV ;       ; 05:46:53
     2:35'07" ; DC    ;  68,945 ;     mV ;       ; 05:46:54
     2:35'08" ; DC    ;  68,958 ;     mV ;       ; 05:46:55
     2:35'09" ; DC    ;  68,955 ;     mV ;       ; 05:46:56
     2:35'10" ; DC    ;  68,956 ;     mV ;       ; 05:46:57
     2:35'11" ; DC    ;  68,958 ;     mV ;       ; 05:46:58
     2:35'12" ; DC    ;  68,962 ;     mV ;       ; 05:46:59
     2:35'13" ; DC    ;  68,975 ;     mV ;       ; 05:47:00
     2:35'14" ; DC    ;  68,992 ;     mV ;       ; 05:47:01
     2:35'15" ; DC    ;  69,000 ;     mV ;       ; 05:47:02
     2:35'16" ; DC    ;  68,996 ;     mV ;       ; 05:47:03
     2:35'17" ; DC    ;  69,000 ;     mV ;       ; 05:47:04
     2:35'18" ; DC    ;  69,005 ;     mV ;       ; 05:47:05
     2:35'19" ; DC    ;  68,996 ;     mV ;       ; 05:47:06
     2:35'20" ; DC    ;  68,968 ;     mV ;       ; 05:47:07
     2:35'21" ; DC    ;  68,972 ;     mV ;       ; 05:47:08
     2:35'22" ; DC    ;  68,980 ;     mV ;       ; 05:47:09
     2:35'23" ; DC    ;  68,982 ;     mV ;       ; 05:47:10
     2:35'24" ; DC    ;  68,940 ;     mV ;       ; 05:47:11
     2:35'25" ; DC    ;  68,945 ;     mV ;       ; 05:47:12
     2:35'26" ; DC    ;  68,944 ;     mV ;       ; 05:47:13
     2:35'27" ; DC    ;  68,940 ;     mV ;       ; 05:47:14
     2:35'28" ; DC    ;  68,940 ;     mV ;       ; 05:47:15
     2:35'29" ; DC    ;  68,948 ;     mV ;       ; 05:47:16
     2:35'30" ; DC    ;  68,948 ;     mV ;       ; 05:47:17
     2:35'31" ; DC    ;  68,924 ;     mV ;       ; 05:47:18
     2:35'32" ; DC    ;  68,920 ;     mV ;       ; 05:47:19
     2:35'33" ; DC    ;  68,916 ;     mV ;       ; 05:47:20
     2:35'34" ; DC    ;  68,920 ;     mV ;       ; 05:47:21
     2:35'35" ; DC    ;  68,950 ;     mV ;       ; 05:47:22
     2:35'36" ; DC    ;  68,946 ;     mV ;       ; 05:47:23
     2:35'37" ; DC    ;  68,943 ;     mV ;       ; 05:47:24
     2:35'38" ; DC    ;  68,934 ;     mV ;       ; 05:47:25
     2:35'39" ; DC    ;  68,936 ;     mV ;       ; 05:47:26
     2:35'40" ; DC    ;  68,933 ;     mV ;       ; 05:47:27
     2:35'41" ; DC    ;  68,932 ;     mV ;       ; 05:47:28
     2:35'42" ; DC    ;  68,938 ;     mV ;       ; 05:47:29
     2:35'43" ; DC    ;  68,934 ;     mV ;       ; 05:47:30
